3533136.0,1.8527336E7,51.0,158
3751008.0,1.8352744E7,51.0,158
3846080.0,1.8341528E7,51.0,158
3958880.0,1.833476E7,51.0,158
4055152.0,1.8328744E7,51.0,158
4151408.0,1.8357432E7,51.0,158
4247040.0,1.8351896E7,51.0,158
4365904.0,1.8345368E7,51.0,158
4462176.0,1.8339496E7,51.0,158
4558448.0,1.8332344E7,51.0,158

3615744.0,2.934048E7,51.0,190
3767680.0,2.8991696E7,51.0,190
3854016.0,2.8973088E7,51.0,190
3966816.0,2.9037488E7,51.0,190
4063088.0,2.9031808E7,51.0,190
4159360.0,2.9025168E7,51.0,190
4263696.0,2.9019296E7,51.0,190
4368312.0,2.9012064E7,51.0,190
4464584.0,2.9006192E7,51.0,190
4560856.0,2.8999936E7,51.0,190
